Year,Division,Position,Name
1989,Junior Featherweights,4,Juan Jose Estrada
1989,Junior Featherweights,5,Fabrice Benichou
1989,Junior Featherweights,6,Kenny Mitchell
1989,Junior Featherweights,7,Pedro Ruben Decima
1989,Junior Featherweights,8,Paul Banke
1989,Junior Featherweights,9,Jose Sanabria
1989,Junior Featherweights,10,Jesse Benavides
1989,Bantamweights,1,Raul Perez
1989,Bantamweights,2,Orlando Canizales
1989,Bantamweights,3,Luisito Espinosa
1989,Bantamweights,4,Gerardo Martinez
1989,Bantamweights,5,Israel Contreras
1989,Bantamweights,6,Khaokor Galaxy
1989,Bantamweights,7,Sung-Kil Moon
1989,Bantamweights,8,Wilfredo Vazquez
1989,Bantamweights,9,Pepillo Valdez
1989,Bantamweights,10,Hurley Snead
1989,Junior Bantamweights,1,Khaosai Galaxy
1989,Junior Bantamweights,2,Nana Konadu
1989,Junior Bantamweights,3,Gilberto Roman
1989,Junior Bantamweights,4,Jose Ruiz
1989,Junior Bantamweights,5,Juan Polo-Perez
1989,Junior Bantamweights,6,Thanomsak Sithbaobay
1989,Junior Bantamweights,7,Ellyas Pical
1989,Junior Bantamweights,8,Santos Benigno Laciar
1989,Junior Bantamweights,9,Yong Hoon Lee
1989,Junior Bantamweights,10,Welcome Ncita
1989,Flyweights,1,Sot Chitalada
1989,Flyweights,2,Jesus Kiki Rojas
1989,Flyweights,3,Fidel Bassa
1989,Flyweights,4,Dave McAuley
1989,Flyweights,5,Jung-Koo Chang
1989,Flyweights,6,Ray Medel
1989,Flyweights,7,Javier Lucas
1989,Flyweights,8,Richard Clarke
1989,Flyweights,9,Leopard Tamakuma
1989,Flyweights,10,Romy Navarrete
1990,Pound For Pound,1,Julio Cesar Chavez
1990,Pound For Pound,2,Pernell Whitaker
1990,Pound For Pound,3,Michael Nunn
1990,Pound For Pound,4,Antonio Esparragoza
1990,Pound For Pound,5,Meldrick Taylor
1990,Pound For Pound,6,Evander Holyfield
1990,Pound For Pound,7,Mike Tyson
1990,Pound For Pound,8,Raul Perez
1990,Pound For Pound,9,Myung-Woo Yuh
1990,Pound For Pound,10,Khaosai Galaxy
1990,Heavyweights,1,Evander Holyfield
1990,Heavyweights,2,Mike Tyson
1990,Heavyweights,3,Razor Ruddock
1990,Heavyweights,4,James (Buster) Douglas
1990,Heavyweights,5,Tim Witherspoon
1990,Heavyweights,6,Carl Williams
1990,Heavyweights,7,Francesco Damiani
1990,Heavyweights,8,Riddick Bowe
1990,Heavyweights,9,Ray Mercer
1990,Heavyweights,10,George Foreman
1990,Cruiserweight,1,Jeff Lampkin
1990,Cruiserweight,2,Robert Daniels
1990,Cruiserweight,3,Taoufik Belbouli
1990,Cruiserweight,4,Massimiliano Duran
1990,Cruiserweight,5,Anaclet Wamba
1990,Cruiserweight,6,Johnny Nelson
1990,Cruiserweight,7,James Warring
1990,Cruiserweight,8,Nate Miller
1990,Cruiserweight,9,Carlos DeLeon
1990,Cruiserweight,10,Richard Mason
1990,Light Heavyweights,1,Virgil Hill
1990,Light Heavyweights,2,Charles Williams
1990,Light Heavyweights,3,Michael Moorer
1990,Light Heavyweights,4,Dennis Andries
1990,Light Heavyweights,5,Bobby Czyz
1990,Light Heavyweights,6,Jeff Harding
1990,Light Heavyweights,7,Booker T. Word
1990,Light Heavyweights,8,Graciano Rocchigiani
1990,Light Heavyweights,9,Uriah Grant
1990,Light Heavyweights,10,Pierre Frank Winterstein
1990,Super Middleweights,1,Thomas Hearns
1990,Super Middleweights,2,Christophe Tiozzo
1990,Super Middleweights,3,Lindell Holmes
1990,Super Middleweights,4,Antoine Byrd
1990,Super Middleweights,5,Mauro Galvano
1990,Super Middleweights,6,Victor Cordoba
1990,Super Middleweights,7,John Jarvis
1990,Super Middleweights,8,Juan Carlos Gimenez
1990,Super Middleweights,9,Tony Thornton
1990,Super Middleweights,10,Dario Walter Matteoni
1990,Middleweights,1,Michael Nunn
1990,Middleweights,2,Julian Jackson
1990,Middleweights,3,Sumbu Kalambay
1990,Middleweights,4,Mike McCallum
1990,Middleweights,5,Steve Collins
1990,Middleweights,6,Chris Eubank
1990,Middleweights,7,Roberto Duran
1990,Middleweights,8,Michael Watson
1990,Middleweights,9,Nigel Benn
1990,Middleweights,10,Reggie Johnson
1990,Junior Middleweights,1,Terry Norris
1990,Junior Middleweights,2,Gianfranco Rosi
1990,Junior Middleweights,3,John David Jackson
1990,Junior Middleweights,4,Julio Cesar Chavez
1990,Junior Middleweights,5,Gilbert Dele
1990,Junior Middleweights,6,Darrin Van Horn
1990,Junior Middleweights,7,Jorge Fernando Castro
1990,Junior Middleweights,8,Carlos Elliott
1990,Junior Middleweights,9,Tyrone Trice
1990,Junior Middleweights,10,Glenn Wolfe
1990,Welterweights,1,Simon Brown
1990,Welterweights,2,Meldrick Taylor
1990,Welterweights,3,Maurice Blocker
1990,Welterweights,4,James (Buddy) McGirt
1990,Welterweights,5,Aaron Davis
1990,Welterweights,6,Mark Breland
1990,Welterweights,7,Glenwood Brown
1990,Welterweights,8,Genaro Leon
1990,Welterweights,9,Engels Pedroza
1990,Welterweights,10,Lonnie Smith
1990,Junior Welterweights,1,Julio Cesar Chavez
1990,Junior Welterweights,2,Loreto Garza
1990,Junior Welterweights,3,Roger Mayweather
1990,Junior Welterweights,4,Hector Camacho
1990,Junior Welterweights,5,Juan Martin Coggi
1990,Junior Welterweights,6,Charles Murray
1990,Junior Welterweights,7,John Meekins
1990,Junior Welterweights,8,Pat Barrett
1990,Junior Welterweights,9,John Duplessis
1990,Junior Welterweights,10,Angel Hernandez
1990,Lightweights,1,Pernell Whitaker
1990,Lightweights,2,Tracy Spann
1990,Lightweights,3,Freddie Pendleton
1990,Lightweights,4,Juan Nazario
1990,Lightweights,5,Policarpo Diaz
1990,Lightweights,6,Anthony Jones
1990,Lightweights,7,Pedro Sanchez
1990,Lightweights,8,Greg Haugen
1990,Lightweights,9,Darryl Tyson
1990,Lightweights,10,Sharmba Mitchell
1990,Junior Lightweights,1,Azumah Nelson
1990,Junior Lightweights,2,Tony Lopez
1990,Junior Lightweights,3,Brian Mitchell
1990,Junior Lightweights,4,Jeff Fenech
1990,Junior Lightweights,5,John John Molina
1990,Junior Lightweights,6,Genaro Hernandez
1990,Junior Lightweights,7,Bernard Taylor
1990,Junior Lightweights,8,Jerry Ngobeni
1990,Junior Lightweights,9,Joey Gamache
1990,Junior Lightweights,10,Frankie Mitchell
1990,Featherweights,1,Antonio Esparragoza
1990,Featherweights,2,Jorge Paez
1990,Featherweights,3,Marcos Villasana
1990,Featherweights,4,Louie Espinoza
1990,Featherweights,5,Troy Dorsey
1990,Featherweights,6,Maurizio Stecca
1990,Featherweights,7,Ricardo Cepeda
1990,Featherweights,8,Eloy Rojas
1990,Featherweights,9,Rafael Zuniga
1990,Featherweights,10,Paul Hodkinson
1990,Junior Featherweights,1,Pedro Ruben Decima
1990,Junior Featherweights,2,Jesse Benavides
1990,Junior Featherweights,3,Welcome Ncita
1990,Junior Featherweights,4,Paul Banke
1990,Junior Featherweights,5,Jesus Salud
1990,Junior Featherweights,6,Daniel Zaragoza
1990,Junior Featherweights,7,Tracy Harris Patterson
1990,Junior Featherweights,8,Luis Enrique Mendoza
1990,Junior Featherweights,9,Jemal Hinton
1990,Junior Featherweights,10,Yong Hoon Lee
1990,Bantamweights,1,Raul Perez
1990,Bantamweights,2,Orlando Canizales
1990,Bantamweights,3,Luisito Espinosa
1990,Bantamweights,4,Pepillo Valdez
1990,Bantamweights,5,Israel Contreras
1990,Bantamweights,6,Gerardo Martinez
1990,Bantamweights,7,Javier Leon
1990,Bantamweights,8,Greg Richardson
1990,Bantamweights,9,Kiyoshi Hatanaka
1990,Bantamweights,10,Billy Hardy
1990,Junior Bantamweights,1,Khaosai Galaxy
1990,Junior Bantamweights,2,Sung-Kil Moon
1990,Junior Bantamweights,3,Nana Konadu
1990,Junior Bantamweights,4,Robert Quiroga
1990,Junior Bantamweights,5,Akeem Anifowoshe
1990,Junior Bantamweights,6,Jose Ruiz
1990,Junior Bantamweights,7,Johnny Tapia
1990,Junior Bantamweights,8,Thanomsak Sithbaobay
1990,Junior Bantamweights,9,David Griman
1990,Junior Bantamweights,10,Rey Paciones
1990,Flyweights,1,Sot Chitalada
1990,Flyweights,2,Dave McAuley
1990,Flyweights,3,Leopard Tamakuma
1990,Flyweights,4,Jung-Koo Chang
1990,Flyweights,5,Yul-Woo Lee
1990,Flyweights,6,Jesus Kiki Rojas
1990,Flyweights,7,Richard Clarke
1990,Flyweights,8,Rodolfo Blanco
1990,Flyweights,9,Yun Un Chin
1990,Flyweights,10,Jonathan Penalosa
1991,Pound For Pound,1,Julio Cesar Chavez
1991,Pound For Pound,2,Pernell Whitaker
1991,Pound For Pound,3,Terry Norris
1991,Pound For Pound,4,Evander Holyfield
1991,Pound For Pound,5,Meldrick Taylor
1991,Pound For Pound,6,Riddick Bowe
1991,Pound For Pound,7,James (Buddy) McGirt
1991,Pound For Pound,8,Khaosai Galaxy
1991,Pound For Pound,9,James Toney
1991,Pound For Pound,10,Sung-Kil Moon
1991,Heavyweights,1,Evander Holyfield
1991,Heavyweights,2,Mike Tyson
1991,Heavyweights,3,Riddick Bowe
1991,Heavyweights,4,Razor Ruddock
1991,Heavyweights,5,Ray Mercer
1991,Heavyweights,6,George Foreman
1991,Heavyweights,7,Tim Witherspoon
1991,Heavyweights,8,Tony Tucker
1991,Heavyweights,9,Lennox Lewis
1991,Heavyweights,10,Michael Moorer
1991,Cruiserweight,1,Jeff Lampkin
1991,Cruiserweight,2,Bobby Czyz
1991,Cruiserweight,3,James Warring
1991,Cruiserweight,4,Anaclet Wamba
1991,Cruiserweight,5,Taoufik Belbouli
1991,Cruiserweight,6,Alfred Cole
1991,Cruiserweight,7,Orlin Norris
1991,Cruiserweight,8,Robert Daniels
1991,Cruiserweight,9,Dennis Andries
1991,Cruiserweight,10,Dwight Muhammad Qawi
1991,Light Heavyweights,1,Thomas Hearns
1991,Light Heavyweights,2,Charles Williams
1991,Light Heavyweights,3,Virgil Hill
1991,Light Heavyweights,4,Frank Tate
1991,Light Heavyweights,5,Jeff Harding
1991,Light Heavyweights,6,Graciano Rocchigiani
1991,Light Heavyweights,7,Leeonzer Barber
1991,Light Heavyweights,8,Anthony Hembrick
1991,Light Heavyweights,9,Christophe Tiozzo
1991,Light Heavyweights,10,Guy Waters
1991,Super Middleweights,1,Michael Nunn
1991,Super Middleweights,2,Iran Barkley
1991,Super Middleweights,3,Chris Eubank
1991,Super Middleweights,4,Victor Cordoba
1991,Super Middleweights,5,Nigel Benn
1991,Super Middleweights,6,Nigel Benn
1991,Super Middleweights,7,Darrin Van Horn
1991,Super Middleweights,8,Lindell Holmes
1991,Super Middleweights,9,Tony Thornton
1991,Super Middleweights,10,Merqui Sosa
1991,Middleweights,1,James Toney
1991,Middleweights,2,Mike McCallum
1991,Middleweights,3,Julian Jackson
1991,Middleweights,4,Sumbu Kalambay
1991,Middleweights,5,Roy Jones Jr.
1991,Middleweights,6,Steve Collins
1991,Middleweights,7,Reggie Johnson
1991,Middleweights,8,Lamar Parks
1991,Middleweights,9,Segundo Mercado
1991,Middleweights,10,Gerald McClellan
1991,Junior Middleweights,1,Terry Norris
1991,Junior Middleweights,2,Gianfranco Rosi
1991,Junior Middleweights,3,Vinny Pazienza
1991,Junior Middleweights,4,John David Jackson
1991,Junior Middleweights,5,Verno Phillips
1991,Junior Middleweights,6,Julio Cesar Vasquez
1991,Junior Middleweights,7,Gilbert Dele
1991,Junior Middleweights,8,Jorge Fernando Castro
1991,Junior Middleweights,9,Aaron Davis
1991,Junior Middleweights,10,Carl Daniels
1991,Welterweights,1,Meldrick Taylor
1991,Welterweights,2,James (Buddy) McGirt
1991,Welterweights,3,Simon Brown
1991,Welterweights,4,Maurice Blocker
1991,Welterweights,5,Genaro Leon
1991,Welterweights,6,Glenwood Brown
1991,Welterweights,7,Crisanto Espana
1991,Welterweights,8,Santos Cardona
1991,Welterweights,9,David Gonzalez
1991,Welterweights,10,Yory Boy Campas
1991,Junior Welterweights,1,Julio Cesar Chavez
1991,Junior Welterweights,2,Rafael Pineda
1991,Junior Welterweights,3,Edwin Rosario
1991,Junior Welterweights,4,Terrence Alli
1991,Junior Welterweights,5,Charles Murray
1991,Junior Welterweights,6,Hector Camacho
1991,Junior Welterweights,7,Greg Haugen
1991,Junior Welterweights,8,Roger Mayweather
1991,Junior Welterweights,9,Loreto Garza
1991,Junior Welterweights,10,Pat Barrett
1991,Lightweights,1,Pernell Whitaker
1991,Lightweights,2,Freddie Pendleton
1991,Lightweights,3,Jorge Paez
1991,Lightweights,4,Tracy Spann
1991,Lightweights,5,Darryl Tyson
1991,Lightweights,6,Sharmba Mitchell
1991,Lightweights,7,Chil-Sung Chun
1991,Lightweights,8,Policarpo Diaz
1991,Lightweights,9,Joey Gamache
1991,Lightweights,10,Miguel Angel Gonzalez
1991,Junior Lightweights,1,Jeff Fenech
1991,Junior Lightweights,2,Azumah Nelson
1991,Junior Lightweights,3,Brian Mitchell
1991,Junior Lightweights,4,Tony Lopez
1991,Junior Lightweights,5,Genaro Hernandez
1991,Junior Lightweights,6,John John Molina
1991,Junior Lightweights,7,Eugene Speed
1991,Junior Lightweights,8,Regilio Tuur
1991,Junior Lightweights,9,Gabriel Ruelas
1991,Junior Lightweights,10,Jackie Gunguluza
1991,Featherweights,1,Paul Hodkinson
1991,Featherweights,2,Manuel Medina
1991,Featherweights,3,Yong-Kyun Park
1991,Featherweights,4,Troy Dorsey
1991,Featherweights,5,Marcos Villasana
1991,Featherweights,6,Maurizio Stecca
1991,Featherweights,7,Jose Luis Martinez
1991,Featherweights,8,Tom Johnson
1991,Featherweights,9,Kevin Kelley
1991,Featherweights,10,Ricardo Cepeda
1991,Junior Featherweights,1,Jesse Benavides
1991,Junior Featherweights,2,Welcome Ncita
1991,Junior Featherweights,3,Raul Perez
1991,Junior Featherweights,4,Daniel Zaragoza
1991,Junior Featherweights,5,Luis Enrique Mendoza
1991,Junior Featherweights,6,Jesus Salud
1991,Junior Featherweights,7,Pedro Ruben Decima
1991,Junior Featherweights,8,Tracy Harris Patterson
1991,Junior Featherweights,9,Jemal Hinton
1991,Junior Featherweights,10,Luisito Espinosa
1991,Bantamweights,1,Orlando Canizales
1991,Bantamweights,2,Israel Contreras
1991,Bantamweights,3,Joichiro Tatsuyoshi
1991,Bantamweights,4,Junior Jones
1991,Bantamweights,5,Victor Rabanales
1991,Bantamweights,6,Duke McKenzie
1991,Bantamweights,7,Thierry Jacob
1991,Bantamweights,8,Yong-Hoon Lee
1991,Bantamweights,9,Jorge Eliecer Julio
1991,Bantamweights,10,Gerardo Martinez
1991,Junior Bantamweights,1,Robert Quiroga
1991,Junior Bantamweights,2,Sung-Kil Moon
1991,Junior Bantamweights,3,Jose Ruiz
1991,Junior Bantamweights,4,Thanomsak Sithbaobay
1991,Junior Bantamweights,5,Greg Richardson
1991,Junior Bantamweights,6,Armando Castro
1991,Junior Bantamweights,7,Vincenzo Belcastro
1991,Junior Bantamweights,8,David Griman
1991,Junior Bantamweights,9,Carlos Manuel Mercado
1991,Junior Bantamweights,10,Katsuya Onizuka
1991,Flyweights,1,Muangchai Kittikasem
1991,Flyweights,2,Dave McAuley
1991,Flyweights,3,Yong Kang Kim
1991,Flyweights,4,Rodolfo Blanco
1991,Flyweights,5,Sot Chitalada
1991,Flyweights,6,Jung-Koo Chang
1991,Flyweights,7,Yuri Arbachakov
1991,Flyweights,8,Scotty Olson
1991,Flyweights,9,Yun Un Chin
1991,Flyweights,10,Ysaias Zamudio
1991,Junior Flyweights,1,Hiroki Ioka
1991,Junior Flyweights,2,Myung Woo Yuh
1991,Junior Flyweights,3,Michael Carbajal
1991,Junior Flyweights,4,Humberto Gonzalez
1991,Junior Flyweights,5,Melchor Cob Castro
1991,Junior Flyweights,6,Domingo Sosa
1991,Junior Flyweights,7,Leon Salazar
1991,Junior Flyweights,8,Jose De Jesus
1991,Junior Flyweights,9,Gerry Penalosa
1991,Junior Flyweights,10,Robinson Cuesta
1992,Pound For Pound,1,Julio Cesar Chavez
1992,Pound For Pound,2,Pernell Whitaker
1992,Pound For Pound,3,Terry Norris
1992,Pound For Pound,4,Orlando Canizales
1992,Pound For Pound,5,James (Buddy) McGirt
1992,Pound For Pound,6,Riddick Bowe
1992,Pound For Pound,7,Azumah Nelson
1992,Pound For Pound,8,Sung-Kil Moon
1992,Pound For Pound,9,Julian Jackson
1992,Pound For Pound,10,James Toney
1992,Heavyweights,1,Riddick Bowe
1992,Heavyweights,2,Lennox Lewis
1992,Heavyweights,3,Evander Holyfield
1992,Heavyweights,4,Michael Moorer
1992,Heavyweights,5,Tony Tucker
1992,Heavyweights,6,George Foreman
1992,Heavyweights,7,Razor Ruddock
1992,Heavyweights,8,Ray Mercer
1992,Heavyweights,9,Tommy Morrison
1992,Heavyweights,10,Alex Garcia
1992,Cruiserweight,1,Bobby Czyz
1992,Cruiserweight,2,Anaclet Wamba
1992,Cruiserweight,3,Alfred Cole
1992,Cruiserweight,4,Orlin Norris
1992,Cruiserweight,5,James Warring
1992,Cruiserweight,6,Nate Miller
1992,Cruiserweight,7,Arthur Williams
1992,Cruiserweight,8,Akim Tafer
1992,Cruiserweight,9,Marcelo Victor Figueroa
1992,Cruiserweight,10,Robert Daniels
1992,Light Heavyweights,1,Charles Williams
1992,Light Heavyweights,2,Thomas Hearns
1992,Light Heavyweights,3,Virgil Hill
1992,Light Heavyweights,4,Jeff Harding
1992,Light Heavyweights,5,Leeonzer Barber
1992,Light Heavyweights,6,Frank Tate
1992,Light Heavyweights,7,Henry Maske
1992,Light Heavyweights,8,Tim Hillie
1992,Light Heavyweights,9,Saul Montana
1992,Light Heavyweights,10,Randall Yonker
1992,Super Middleweights,1,Michael Nunn
1992,Super Middleweights,2,Iran Barkley
1992,Super Middleweights,3,Chris Eubank
1992,Super Middleweights,4,Victor Cordoba
1992,Super Middleweights,5,Nigel Benn
1992,Super Middleweights,6,Tim Littles
1992,Super Middleweights,7,Darrin Van Horn
1992,Super Middleweights,8,Tony Thornton
1992,Super Middleweights,9,Frankie Liles
1992,Super Middleweights,10,Frank Nicotra
1992,Middleweights,1,Julian Jackson
1992,Middleweights,2,James Toney
1992,Middleweights,3,Reggie Johnson
1992,Middleweights,4,Roy Jones Jr.
1992,Middleweights,5,Mike McCallum
1992,Middleweights,6,Sumbu Kalambay
1992,Middleweights,7,Gerald McClellan
1992,Middleweights,8,Lamar Parks
1992,Middleweights,9,Bernard Hopkins
1992,Middleweights,10,Thomas Tate
1992,Junior Middleweights,1,Terry Norris
1992,Junior Middleweights,2,Gianfranco Rosi
1992,Junior Middleweights,3,Vinny Pazienza
1992,Junior Middleweights,4,John David Jackson
1992,Junior Middleweights,5,Verno Phillips
1992,Junior Middleweights,6,Julio Cesar Chavez
1992,Junior Middleweights,7,Gilbert Dele
1992,Junior Middleweights,8,Carl Daniels
1992,Junior Middleweights,9,Aaron Davis
1992,Junior Middleweights,10,Laurent Boudouani
1992,Welterweights,1,James (Buddy) McGirt
1992,Welterweights,2,Crisanto Espana
1992,Welterweights,3,Maurice Blocker
1992,Welterweights,4,Genaro Leon
1992,Welterweights,5,Yory Boy Campas
1992,Welterweights,6,Manning Galloway
1992,Welterweights,7,Ludovic Proto
1992,Welterweights,8,Stephan Johnson
1992,Welterweights,9,Luis Gabriel Garcia
1992,Welterweights,10,Larry Barnes
1992,Junior Welterweights,1,Julio Cesar Chavez
1992,Junior Welterweights,2,Pernell Whitaker
1992,Junior Welterweights,3,Terrence Alli
1992,Junior Welterweights,4,Charles Murray
1992,Junior Welterweights,5,Morris East
1992,Junior Welterweights,6,Rafael Pineda
1992,Junior Welterweights,7,Carlos Gonzalez
1992,Junior Welterweights,8,Hector Lopez
1992,Junior Welterweights,9,Greg Haugen
1992,Junior Welterweights,10,Kostya Tszyu
1992,Lightweights,1,Miguel Angel Gonzalez
1992,Lightweights,2,Tony Lopez
1992,Lightweights,3,Freddie Pendleton
1992,Lightweights,4,Rafael Ruelas
1992,Lightweights,5,Tracy Spann
1992,Lightweights,6,Joey Gamache
1992,Lightweights,7,Sharmba Mitchell
1992,Lightweights,8,Jean-Baptiste Mendy
1992,Lightweights,9,Leavander Johnson
1992,Lightweights,10,Sergei Artemiev
1992,Junior Lightweights,1,Azumah Nelson
1992,Junior Lightweights,2,Genaro Hernandez
1992,Junior Lightweights,3,John John Molina
1992,Junior Lightweights,4,Jeff Fenech
1992,Junior Lightweights,5,Bernard Taylor
1992,Junior Lightweights,6,Gabriel Ruelas
1992,Junior Lightweights,7,Calvin Grove
1992,Junior Lightweights,8,Regilio Tuur
1992,Junior Lightweights,9,Renato Cornett
1992,Junior Lightweights,10,Victor Hugo Paz
1992,Featherweights,1,Paul Hodkinson
1992,Featherweights,2,Manuel Medina
1992,Featherweights,3,Yong-Kyun Park
1992,Featherweights,4,Kevin Kelley
1992,Featherweights,5,Jesse James Leija
1992,Featherweights,6,Tom Johnson
1992,Featherweights,7,Ruben Dario Palacios
1992,Featherweights,8,Luisito Espinosa
1992,Featherweights,9,Colin McMillan
1992,Featherweights,10,Ever Beleno
1992,Junior Featherweights,1,Kennedy McKinney
1992,Junior Featherweights,2,Tracy Harris Patterson
1992,Junior Featherweights,3,Welcome Ncita
1992,Junior Featherweights,4,Wilfredo Vazquez
1992,Junior Featherweights,5,Duke McKenzie
1992,Junior Featherweights,6,Jesse Benavides
1992,Junior Featherweights,7,Jesus Salud
1992,Junior Featherweights,8,Rudy Zavala
1992,Junior Featherweights,9,Luis Enrique Mendoza
1992,Junior Featherweights,10,Julio Gervacio
1992,Bantamweights,1,Orlando Canizales
1992,Bantamweights,2,Jorge Eliecer Julio
1992,Bantamweights,3,Victor Rabanales
1992,Bantamweights,4,Junior Jones
1992,Bantamweights,5,Joichiro Tatsuyoshi
1992,Bantamweights,6,Eddie Cook
1992,Bantamweights,7,Israel Contreras
1992,Bantamweights,8,Javier Leon
1992,Bantamweights,9,Rafael Del Valle
1992,Bantamweights,10,Harold Mestre
1992,Junior Bantamweights,1,Sung-Kil Moon
1992,Junior Bantamweights,2,Robert Quiroga
1992,Junior Bantamweights,3,Katsuya Onizuka
1992,Junior Bantamweights,4,Thanomsak Sithbaobay
1992,Junior Bantamweights,5,Vincenzo Belcastro
1992,Junior Bantamweights,6,Johnny Bredahl
1992,Junior Bantamweights,7,Marco Antonio Barrera
1992,Junior Bantamweights,8,Greg Richardson
1992,Junior Bantamweights,9,Nana Konadu
1992,Junior Bantamweights,10,Joel Luna Zarate
1992,Flyweights,1,Yuri Arbachakov
1992,Flyweights,2,Pichit Sithbanprachan
1992,Flyweights,3,Aquiles Guzman
1992,Flyweights,4,Rodolfo Blanco
1992,Flyweights,5,Dave McAuley
1992,Flyweights,6,Yong Kang Kim
1992,Flyweights,7,Muangchai Kittikasem
1992,Flyweights,8,Ysaias Zamudio
1992,Flyweights,9,Scotty Olson
1992,Flyweights,10,Alberto Jimenez
1992,Junior Flyweights,1,Myung Woo Yuh
1992,Junior Flyweights,2,Michael Carbajal
1992,Junior Flyweights,3,Humberto Gonzalez
1992,Junior Flyweights,4,Hiroki Ioka
1992,Junior Flyweights,5,Leon Salazar
1992,Junior Flyweights,6,Jose De Jesus
1992,Junior Flyweights,7,Melchor Cob Castro
1992,Junior Flyweights,8,Domingo Sosa
1992,Junior Flyweights,9,Shiro Yahiro
1992,Junior Flyweights,10,Robinson Cuesta
1993,Pound For Pound,1,Pernell Whitaker
1993,Pound For Pound,2,Julio Cesar Chavez
1993,Pound For Pound,3,James Toney
1993,Pound For Pound,4,Michael Carbajal
1993,Pound For Pound,5,Orlando Canizales
1993,Pound For Pound,6,Evander Holyfield
1993,Pound For Pound,7,Ricardo Lopez
1993,Pound For Pound,8,Roy Jones Jr.
1993,Pound For Pound,9,Kennedy McKinney
1993,Pound For Pound,10,Yuri Arbachakov
1993,Heavyweights,1,Evander Holyfield
1993,Heavyweights,2,Riddick Bowe
1993,Heavyweights,3,Lennox Lewis
1993,Heavyweights,4,Michael Moorer
1993,Heavyweights,5,Michael Bentt
1993,Heavyweights,6,Oliver McCall
1993,Heavyweights,7,Ray Mercer
1993,Heavyweights,8,Phil Jackson
1993,Heavyweights,9,Tommy Morrison
1993,Heavyweights,10,Mike Hunter
1993,Cruiserweight,1,Orlin Norris
1993,Cruiserweight,2,Anaclet Wamba
1993,Cruiserweight,3,Alfred Cole
1993,Cruiserweight,4,Arthur Williams
1993,Cruiserweight,5,Thomas Hearns
1993,Cruiserweight,6,Nate Miller
1993,Cruiserweight,7,Massimiliano Duran
1993,Cruiserweight,8,Akim Tafer
1993,Cruiserweight,9,Robert Daniels
1993,Cruiserweight,10,Kenny Keene
1993,Light Heavyweights,1,Virgil Hill
1993,Light Heavyweights,2,Henry Maske
1993,Light Heavyweights,3,Jeff Harding
1993,Light Heavyweights,4,Charles Williams
1993,Light Heavyweights,5,Leeonzer Barber
1993,Light Heavyweights,6,Mike McCallum
1993,Light Heavyweights,7,Egerton Marcus
1993,Light Heavyweights,8,Frank Tate
1993,Light Heavyweights,9,Ernesto Magdaleno
1993,Light Heavyweights,10,Fabrice Tiozzo
1993,Super Middleweights,1,James Toney
1993,Super Middleweights,2,Michael Nunn
1993,Super Middleweights,3,Chris Eubank
1993,Super Middleweights,4,Nigel Benn
1993,Super Middleweights,5,Tim Littles
1993,Super Middleweights,6,Darrin Van Horn
1993,Super Middleweights,7,Frankie Liles
1993,Super Middleweights,8,Tony Thornton
1993,Super Middleweights,9,Antoine Byrd
1993,Super Middleweights,10,Vincenzo Nardiello
1993,Middleweights,1,Roy Jones Jr.
1993,Middleweights,2,Gerald McClellan
1993,Middleweights,3,John David Jackson
1993,Middleweights,4,Reggie Johnson
1993,Middleweights,5,Julian Jackson
1993,Middleweights,6,Thomas Tate
1993,Middleweights,7,Lamar Parks
1993,Middleweights,8,Bernard Hopkins
1993,Middleweights,9,Vinny Pazienza
1993,Middleweights,10,Otis Grant
1993,Junior Middleweights,1,Simon Brown
1993,Junior Middleweights,2,Julio Cesar Vasquez
1993,Junior Middleweights,3,Gianfranco Rosi
1993,Junior Middleweights,4,Verno Phillips
1993,Junior Middleweights,5,Terry Norris
1993,Junior Middleweights,6,Carl Daniels
1993,Junior Middleweights,7,Aaron Davis
1993,Junior Middleweights,8,Ronald (Winky) Wright
1993,Junior Middleweights,9,Julio Cesar Green
1993,Junior Middleweights,10,Troy Waters
1993,Welterweights,1,Pernell Whitaker
1993,Welterweights,2,Felix Trinidad
1993,Welterweights,3,Crisanto Espana
1993,Welterweights,4,James (Buddy) McGirt
1993,Welterweights,5,Yory Boy Campas
1993,Welterweights,6,Ike Quartey
1993,Welterweights,7,Wilfredo Rivera
1993,Welterweights,8,Oba Carr
1993,Welterweights,9,Larry Barnes
1993,Welterweights,10,Anthony Jones
1993,Junior Welterweights,1,Julio Cesar Chavez
1993,Junior Welterweights,2,Juan Martin Coggi
1993,Junior Welterweights,3,Charles Murray
1993,Junior Welterweights,4,Zack Padilla
1993,Junior Welterweights,5,Kostya Tszyu
1993,Junior Welterweights,6,Carlos Gonzalez
1993,Junior Welterweights,7,Hector Lopez
1993,Junior Welterweights,8,David Kamau
1993,Junior Welterweights,9,Tony Lopez
1993,Junior Welterweights,10,Ray Oliveira
1993,Lightweights,1,Miguel Angel Gonzalez
1993,Lightweights,2,Freddie Pendleton
1993,Lightweights,3,Orzubek Nazarov
1993,Lightweights,4,Rafael Ruelas
1993,Lightweights,5,Sharmba Mitchell
1993,Lightweights,6,Dingaan Thobela
1993,Lightweights,7,Joey Gamache
1993,Lightweights,8,Jean-Baptiste Mendy
1993,Lightweights,9,Miguel Julio
