Year,Division,Position,Name
1967,Lightweights,4,Frankie Narvaez
1967,Lightweights,5,Lloyd Marshall
1967,Lightweights,6,Pedro Carrasco
1967,Lightweights,7,Ken Buchanan
1967,Lightweights,8,Pedro Adigue Jr.
1967,Lightweights,9,Ray Adigun
1967,Lightweights,10,Carlos Aro
1967,Junior Lightweights,1,Raul Rojas
1967,Junior Lightweights,2,Jose Legra
1967,Junior Lightweights,3,Hiroshi Kobayashi
1967,Junior Lightweights,4,Carlos Ruben Canete
1967,Junior Lightweights,5,Antonio Amaya
1967,Junior Lightweights,6,Mando Ramos
1967,Junior Lightweights,7,Rene Barrientos
1967,Junior Lightweights,8,Kang Il Suh
1967,Junior Lightweights,9,Renaldo Victoria
1967,Junior Lightweights,10,Alton Colter
1967,Featherweights,1,Mitsunori Seki
1967,Featherweights,2,Johnny Famechon
1967,Featherweights,3,Howard Winstone
1967,Featherweights,4,Bobby Valdez
1967,Featherweights,5,Frankie Crawford
1967,Featherweights,6,Ray Echevarria
1967,Featherweights,7,Tony Alvarado
1967,Featherweights,8,Jose Luis Valdovinos
1967,Featherweights,9,Pedro Gomez
1967,Featherweights,10,Richard Sue
1967,Bantamweights,1,Jesus Pimentel
1967,Bantamweights,2,Lionel Rose
1967,Bantamweights,3,Bernardo Caraballo
1967,Bantamweights,4,Takao Sakurai
1967,Bantamweights,5,Rollie Penaroya
1967,Bantamweights,6,Mimoun Ben Ali
1967,Bantamweights,7,Eigo Takagi
1967,Bantamweights,8,Yoshio Nakane
1967,Bantamweights,9,Franco Zurlo
1967,Bantamweights,10,Angel Sanchez
1967,Flyweights,1,Horacio Enrique Accavallo
1967,Flyweights,2,Walter McGowan
1967,Flyweights,3,Raton Mojica
1967,Flyweights,4,Fernando Atzori
1967,Flyweights,5,Alacran Efren Torres
1967,Flyweights,6,Octavio Gomez
1967,Flyweights,7,John McCluskey
1967,Flyweights,8,Hiroyuki Ebihara
1967,Flyweights,9,Bernabe Villacampo
1967,Flyweights,10,Katsuyoshi Takayama
1968,Heavyweights,1,Joe Frazier
1968,Heavyweights,2,Jimmy Ellis
1968,Heavyweights,3,Oscar Bonavena
1968,Heavyweights,4,George Chuvalo
1968,Heavyweights,5,Sonny Liston
1968,Heavyweights,6,Jerry Quarry
1968,Heavyweights,7,Leotis Martin
1968,Heavyweights,8,Manuel Ramos
1968,Heavyweights,9,Alvin (Blue) Lewis
1968,Heavyweights,10,Floyd Patterson
1968,Light Heavyweights,1,Dick Tiger
1968,Light Heavyweights,2,Gregorio Manuel Peralta
1968,Light Heavyweights,3,Mark Tessman
1968,Light Heavyweights,4,Yvan Prebeg
1968,Light Heavyweights,5,Bob Dunlop
1968,Light Heavyweights,6,Tom Bogs
1968,Light Heavyweights,7,Andy Kendall
1968,Light Heavyweights,8,Jimmy Rossette
1968,Light Heavyweights,9,Eddie Jones
1968,Light Heavyweights,10,Harold Johnson
1968,Middleweights,1,Don Fullmer
1968,Middleweights,2,Luis Manuel Rodriguez
1968,Middleweights,3,Stanley Hayward
1968,Middleweights,4,Emile Griffith
1968,Middleweights,5,Sandro Mazzinghi
1968,Middleweights,6,Juan Carlos Duran
1968,Middleweights,7,Carlos Monzon
1968,Middleweights,8,Doyle Baird
1968,Middleweights,9,Denny Moyer
1968,Middleweights,10,Freddie Little
1968,Welterweights,1,Jose Napoles
1968,Welterweights,2,Percy Pugh
1968,Welterweights,3,Raul Soriano
1968,Welterweights,4,Manuel Gonzalez
1968,Welterweights,5,Ernie Lopez
1968,Welterweights,6,Fighting Mack
1968,Welterweights,7,Billy Backus
1968,Welterweights,8,Johann Orsolics
1968,Welterweights,9,Carmelo Bossi
1968,Welterweights,10,Joe Shaw
1968,Junior Welterweights,1,Bruno Arcari
1968,Junior Welterweights,2,Nicolino Locche
1968,Junior Welterweights,3,Adolph Pruitt
1968,Junior Welterweights,4,Pedro Adigue Jr.
1968,Junior Welterweights,5,Joao Henrique
1968,Junior Welterweights,6,Domingo Barrera Corpas
1968,Junior Welterweights,7,Willy Quatuor
1968,Junior Welterweights,8,German Gastelbondo
1968,Junior Welterweights,9,Rodrigo Valdez
1968,Junior Welterweights,10,Marcel Cerdan Jr.
1968,Lightweights,1,Ismael Laguna
1968,Lightweights,2,Pedro Carrasco
1968,Lightweights,3,Carlos Ortiz
1968,Lightweights,4,Ken Buchanan
1968,Lightweights,5,Mando Ramos
1968,Lightweights,6,Frankie Narvaez
1968,Lightweights,7,Jaguar Kakizawa
1968,Lightweights,8,Carlos Hernandez
1968,Lightweights,9,Chango Carmona
1968,Lightweights,10,Lloyd Marshall
1968,Junior Lightweights,1,Yoshiaki Numata
1968,Junior Lightweights,2,Ruben Navarro
1968,Junior Lightweights,3,Carlos Ruben Canete
1968,Junior Lightweights,4,Antonio Amaya
1968,Junior Lightweights,5,Arturo Lomeli
1968,Junior Lightweights,6,Rene Barrientos
1968,Junior Lightweights,7,Pete Gonzalez
1968,Junior Lightweights,8,Don Johnson
1968,Junior Lightweights,9,Jaime Valladares
1968,Junior Lightweights,10,Len Kesey
1968,Featherweights,1,Jose Legra
1968,Featherweights,2,Johnny Famechon
1968,Featherweights,3,Shozo Saijo
1968,Featherweights,4,Fighting Harada
1968,Featherweights,5,Dwight Hawkins
1968,Featherweights,6,Jose Jimenez
1968,Featherweights,7,Howard Winstone
1968,Featherweights,8,Bobby Valdez
1968,Featherweights,9,Raul Rojas
1968,Featherweights,10,Cruz Marcano
1968,Bantamweights,1,Ruben Olivares
1968,Bantamweights,2,Chucho Castillo
1968,Bantamweights,3,Kazuyoshi Kanazawa
1968,Bantamweights,4,Takao Sakurai
1968,Bantamweights,5,Alan Rudkin
1968,Bantamweights,6,Dominado Manalang
1968,Bantamweights,7,Salvatore Burruni
1968,Bantamweights,8,Jesus Pimentel
1968,Bantamweights,9,Johnny Clark
1968,Bantamweights,10,Franco Zurlo
1968,Flyweights,1,Alacran Efren Torres
1968,Flyweights,2,Bernabe Villacampo
1968,Flyweights,3,Hiroyuki Ebihara
1968,Flyweights,4,Jose Severino
1968,Flyweights,5,Raton Mojica
1968,Flyweights,6,Yoshiaki Matsumoto
1968,Flyweights,7,Fernando Atzori
1968,Flyweights,8,Fermin Gomez
1968,Flyweights,9,Octavio Gomez
1968,Flyweights,10,Walter McGowan
1969,Heavyweights,1,Joe Frazier
1969,Heavyweights,2,Jimmy Ellis
1969,Heavyweights,3,Jerry Quarry
1969,Heavyweights,4,Leotis Martin
1969,Heavyweights,5,Mac Foster
1969,Heavyweights,6,Sonny Liston
1969,Heavyweights,7,Oscar Bonavena
1969,Heavyweights,8,Al Jones
1969,Heavyweights,9,Henry Cooper
1969,Heavyweights,10,Gregorio Manuel Peralta
1969,Light Heavyweights,1,Dick Tiger
1969,Light Heavyweights,2,Ray Anderson
1969,Light Heavyweights,3,Jimmy Dupree
1969,Light Heavyweights,4,Mark Tessman
1969,Light Heavyweights,5,Yvan Prebeg
1969,Light Heavyweights,6,Bob Dunlop
1969,Light Heavyweights,7,Hal Carroll
1969,Light Heavyweights,8,Larry Buck
1969,Light Heavyweights,9,Andy Kendall
1969,Light Heavyweights,10,Vicente Rondon
1969,Middleweights,1,Freddie Little
1969,Middleweights,2,Denny Moyer
1969,Middleweights,3,Luis Manuel Rodriguez
1969,Middleweights,4,Tom Bogs
1969,Middleweights,5,Emile Griffith
1969,Middleweights,6,Juan Carlos Duran
1969,Middleweights,7,Fraser Scott
1969,Middleweights,8,Doyle Baird
1969,Middleweights,9,Don Fullmer
1969,Middleweights,10,Carlos Monzon
1969,Welterweights,1,Manuel Gonzalez
1969,Welterweights,2,Ernie Lopez
1969,Welterweights,3,Percy Pugh
1969,Welterweights,4,Hedgemon Lewis
1969,Welterweights,5,Johann Orsolics
1969,Welterweights,6,Rodrigo Valdez
1969,Welterweights,7,Curtis Cokes
1969,Welterweights,8,Billy Backus
1969,Welterweights,9,Raul Rodriguez
1969,Welterweights,10,Miguel Barreto
1969,Junior Welterweights,1,Bruno Arcari
1969,Junior Welterweights,2,Adolph Pruitt
1969,Junior Welterweights,3,Joao Henrique
1969,Junior Welterweights,4,Cemal Kemaci
1969,Junior Welterweights,5,Larry Harding
1969,Junior Welterweights,6,Enrique Jana
1969,Junior Welterweights,7,Jimmy Robertson
1969,Junior Welterweights,8,German Gastelbondo
1969,Junior Welterweights,9,Eddie Perkins
1969,Junior Welterweights,10,Rodolfo Gonzalez
1969,Lightweights,1,Ismael Laguna
1969,Lightweights,2,Pedro Carrasco
1969,Lightweights,3,Jaguar Kakizawa
1969,Lightweights,4,Carlos Teo Cruz
1969,Lightweights,5,Arturo Lomeli
1969,Lightweights,6,Ken Buchanan
1969,Lightweights,7,Carlos Aro
1969,Lightweights,8,Carlos Hernandez
1969,Lightweights,9,Sugar Ramos
1969,Lightweights,10,Chango Carmona
1969,Junior Lightweights,1,Ruben Navarro
1969,Junior Lightweights,2,Antonio Amaya
1969,Junior Lightweights,3,Silverio Ortiz
1969,Junior Lightweights,4,Alfredo Marcano
1969,Junior Lightweights,5,Alton Colter
1969,Junior Lightweights,6,Ray Echevarria
1969,Junior Lightweights,7,Yoshiaki Numata
1969,Junior Lightweights,8,Jose Acosta
1969,Junior Lightweights,9,Rene Barrientos
1969,Junior Lightweights,10,Jose Smecca
1969,Featherweights,1,Shozo Saijo
1969,Featherweights,2,Vicente Saldivar
1969,Featherweights,3,Fighting Harada
1969,Featherweights,4,Cruz Marcano
1969,Featherweights,5,Antonio Gomez
1969,Featherweights,6,Kuniaki Shibata
1969,Featherweights,7,Jimmy Revie
1969,Featherweights,8,Jose Legra
1969,Featherweights,9,Lionel Rose
1969,Featherweights,10,Dwight Hawkins
1969,Bantamweights,1,Alan Rudkin
1969,Bantamweights,2,Takao Sakurai
1969,Bantamweights,3,Raul Cruz
1969,Bantamweights,4,Kazuyoshi Kanazawa
1969,Bantamweights,5,Chucho Castillo
1969,Bantamweights,6,Julio Guerrero
1969,Bantamweights,7,Ricardo Arredondo
1969,Bantamweights,8,Rudy Alarcon
1969,Bantamweights,9,Katsuyoshi Takayama
1969,Bantamweights,10,Leo Calderon
1969,Flyweights,1,Berkrerk Chartvanchai
1969,Flyweights,2,Bernabe Villacampo
1969,Flyweights,3,Susumu Hanagata
1969,Flyweights,4,Fermin Gomez
1969,Flyweights,5,Arturo Leon
1969,Flyweights,6,Octavio Gomez
1969,Flyweights,7,Chartchai Chionoi
1969,Flyweights,8,Hiroyuki Ebihara
1969,Flyweights,9,Lorenzo Gutierrez
1969,Flyweights,10,Betulio Gonzalez
1970,Heavyweights,1,Muhammad Ali
1970,Heavyweights,2,George Foreman
1970,Heavyweights,3,Oscar Bonavena
1970,Heavyweights,4,Jerry Quarry
1970,Heavyweights,5,Mac Foster
1970,Heavyweights,6,Henry Cooper
1970,Heavyweights,7,George Chuvalo
1970,Heavyweights,8,Sonny Liston
1970,Heavyweights,9,Jose Ibar Urtain
1970,Heavyweights,10,Jose Luis Garcia
1970,Light Heavyweights,1,Jimmy Dupree
1970,Light Heavyweights,2,Vicente Rondon
1970,Light Heavyweights,3,Gomeo Brennan
1970,Light Heavyweights,4,Hal Carroll
1970,Light Heavyweights,5,Dick Tiger
1970,Light Heavyweights,6,Mark Tessman
1970,Light Heavyweights,7,Andy Kendall
1970,Light Heavyweights,8,Larry Buck
1970,Light Heavyweights,9,Piero Del Papa
1970,Light Heavyweights,10,Ron Marsh
1970,Middleweights,1,Nino Benvenuti
1970,Middleweights,2,Emile Griffith
1970,Middleweights,3,Luis Manuel Rodriguez
1970,Middleweights,4,Carmelo Bossi
1970,Middleweights,5,Fraser Scott
1970,Middleweights,6,Juan Carlos Duran
1970,Middleweights,7,Doyle Baird
1970,Middleweights,8,Denny Moyer
1970,Middleweights,9,Tom Bogs
1970,Middleweights,10,Rafael Gutierrez
1970,Welterweights,1,Jose Napoles
1970,Welterweights,2,Percy Pugh
1970,Welterweights,3,Donato Paduano
1970,Welterweights,4,Hedgemon Lewis
1970,Welterweights,5,Ernie Lopez
1970,Welterweights,6,Dario Hidalgo
1970,Welterweights,7,Robert Gallois
1970,Welterweights,8,Ralph Charles
1970,Welterweights,9,Roger Menetrey
1970,Welterweights,10,Jean Josselin
1970,Junior Welterweights,1,Bruno Arcari
1970,Junior Welterweights,2,Adolph Pruitt
1970,Junior Welterweights,3,Eddie Perkins
1970,Junior Welterweights,4,Bunny Grant
1970,Junior Welterweights,5,Ely Yares
1970,Junior Welterweights,6,Joao Henrique
1970,Junior Welterweights,7,Enrique Jana
1970,Junior Welterweights,8,Jimmy Robertson
1970,Junior Welterweights,9,Lion Furuyama
1970,Junior Welterweights,10,Anthony Morodi
1970,Lightweights,1,Ismael Laguna
1970,Lightweights,2,Pedro Carrasco
1970,Lightweights,3,Carlos Hernandez
1970,Lightweights,4,Mando Ramos
1970,Lightweights,5,Al Ford
1970,Lightweights,6,Sugar Ramos
1970,Lightweights,7,Miguel Velasquez
1970,Lightweights,8,Raul (Lobito) Montoya
1970,Lightweights,9,Shinichi Kadota
1970,Lightweights,10,Chango Carmona
1970,Junior Lightweights,1,Ruben Navarro
1970,Junior Lightweights,2,Yoshiaki Numata
1970,Junior Lightweights,3,Antonio Amaya
1970,Junior Lightweights,4,Rene Barrientos
1970,Junior Lightweights,5,Sammy Goss
1970,Junior Lightweights,6,Frankie Otero
1970,Junior Lightweights,7,Frankie Crawford
1970,Junior Lightweights,8,Armando Mendoza
1970,Junior Lightweights,9,Jose Acosta
1970,Junior Lightweights,10,Hiroshi Shoji
1970,Featherweights,1,Vicente Saldivar
1970,Featherweights,2,Shozo Saijo
1970,Featherweights,3,Antonio Gomez
1970,Featherweights,4,Raul Cruz
1970,Featherweights,5,Eder Jofre
1970,Featherweights,6,Jose Legra
1970,Featherweights,7,Jose Luis Pimentel
1970,Featherweights,8,Jimmy Revie
1970,Featherweights,9,Alfredo Marcano
1970,Featherweights,10,Ricardo Arredondo
1970,Bantamweights,1,Ruben Olivares
1970,Bantamweights,2,Rodolfo Martinez
1970,Bantamweights,3,Jesus Pimentel
1970,Bantamweights,4,Alan Rudkin
1970,Bantamweights,5,Franco Zurlo
1970,Bantamweights,6,Ramon Bravo
1970,Bantamweights,7,Takao Sakurai
1970,Bantamweights,8,Orlando Amores
1970,Bantamweights,9,Rafael Herrera
1970,Bantamweights,10,Ushiwakamaru Harada
1970,Flyweights,1,Chartchai Chionoi
1970,Flyweights,2,Masao Ohba
1970,Flyweights,3,Alacran Efren Torres
1970,Flyweights,4,Bernabe Villacampo
1970,Flyweights,5,Lorenzo Gutierrez
1970,Flyweights,6,Berkrerk Chartvanchai
1970,Flyweights,7,Octavio Gomez
1970,Flyweights,8,Fermin Gomez
1970,Flyweights,9,Susumu Hanagata
1970,Flyweights,10,Fernando Atzori
1971,Heavyweights,1,Muhammad Ali
1971,Heavyweights,2,Jerry Quarry
1971,Heavyweights,3,George Foreman
1971,Heavyweights,4,Oscar Bonavena
1971,Heavyweights,5,Mac Foster
1971,Heavyweights,6,Jimmy Ellis
1971,Heavyweights,7,Floyd Patterson
1971,Heavyweights,8,Jose Luis Garcia
1971,Heavyweights,9,Jack Bodell
1971,Heavyweights,10,Joe Bugner
1971,Light Heavyweights,1,Vicente Rondon
1971,Light Heavyweights,2,Pierre Fourie
1971,Light Heavyweights,3,Andy Kendall
1971,Light Heavyweights,4,Chris Finnegan
1971,Light Heavyweights,5,Mike Quarry
1971,Light Heavyweights,6,Jimmy Dupree
1971,Light Heavyweights,7,Brian Kelly
1971,Light Heavyweights,8,Conny Velensek
1971,Light Heavyweights,9,Pat O'Connor
1971,Light Heavyweights,10,Gomeo Brennan
1971,Middleweights,1,Bunny Sterling
1971,Middleweights,2,Emile Griffith
1971,Middleweights,3,Denny Moyer
1971,Middleweights,4,Jean-Claude Bouttier
1971,Middleweights,5,Rodrigo Valdez
1971,Middleweights,6,Bennie Briscoe
1971,Middleweights,7,Rafael Gutierrez
1971,Middleweights,8,Koichi Wajima
1971,Middleweights,9,Miguel de Oliveira
1971,Middleweights,10,Cyclone Hart
1971,Welterweights,1,Ernie Lopez
1971,Welterweights,2,Adolph Pruitt
1971,Welterweights,3,Marcel Cerdan Jr.
1971,Welterweights,4,Robert Gallois
1971,Welterweights,5,Hedgemon Lewis
1971,Welterweights,6,Armando Muniz
1971,Welterweights,7,Thurman Durden
1971,Welterweights,8,Billy Backus
1971,Welterweights,9,Sandro Lopopolo
1971,Welterweights,10,Nate Robinson
1971,Junior Welterweights,1,Bruno Arcari
1971,Junior Welterweights,2,Joao Henrique
1971,Junior Welterweights,3,Johnny Gant
1971,Junior Welterweights,4,Eddie Perkins
1971,Junior Welterweights,5,Jeff White
1971,Junior Welterweights,6,Jimmy Robertson
1971,Junior Welterweights,7,Paco Flores
1971,Junior Welterweights,8,Carlos Maria Gimenez
1971,Junior Welterweights,9,Rodolfo Gonzalez
1971,Junior Welterweights,10,Eagle Sato
1971,Lightweights,1,Pedro Carrasco
1971,Lightweights,2,Ismael Laguna
1971,Lightweights,3,Antonio Puddu
1971,Lightweights,4,Shinichi Kadota
1971,Lightweights,5,Al Ford
1971,Lightweights,6,Roberto Duran
1971,Lightweights,7,Alfonso Frazer
1971,Lightweights,8,Raymundo Dias
1971,Lightweights,9,Chango Carmona
1971,Lightweights,10,Mando Ramos
1971,Junior Lightweights,1,Frankie Otero
1971,Junior Lightweights,2,Frankie Crawford
1971,Junior Lightweights,3,Ugo Poli
1971,Junior Lightweights,4,William Martinez
1971,Junior Lightweights,5,Jose Luis Lopez
1971,Junior Lightweights,6,Jose Isaac Marin
1971,Junior Lightweights,7,Rene Barrientos
1971,Junior Lightweights,8,Yoshiaki Numata
1971,Junior Lightweights,9,Sammy Goss
1971,Junior Lightweights,10,Hiroshi Kobayashi
1971,Featherweights,1,Antonio Gomez
1971,Featherweights,2,Ricardo Arredondo
1971,Featherweights,3,Eder Jofre
1971,Featherweights,4,Ernesto Marcel
1971,Featherweights,5,Shozo Saijo
1971,Featherweights,6,Vicente Saldivar
1971,Featherweights,7,Tahar Ben Hassen
1971,Featherweights,8,Ben Villaflor
1971,Featherweights,9,Jose Legra
1971,Featherweights,10,Clemente Sanchez
1971,Bantamweights,1,Jesus Pimentel
1971,Bantamweights,2,Rafael Herrera
1971,Bantamweights,3,Rodolfo Martinez
1971,Bantamweights,4,Chucho Castillo
1971,Bantamweights,5,Agustin Senin
1971,Bantamweights,6,Alan Rudkin
1971,Bantamweights,7,Enrique Pinder
1971,Bantamweights,8,Octavio Gomez
1971,Bantamweights,9,Ramon Bravo
1971,Bantamweights,10,Franco Zurlo
1971,Flyweights,1,Masao Ohba
1971,Flyweights,2,Betulio Gonzalez
1971,Flyweights,3,Servilio de Oliveira
1971,Flyweights,4,Venice Borkhorsor
1971,Flyweights,5,Lorenzo Gutierrez
1971,Flyweights,6,Miguel Canto
1971,Flyweights,7,Ricardo Delgado
1971,Flyweights,8,Fernando Atzori
1971,Flyweights,9,Fernando Cabanella
1971,Flyweights,10,Orlando Amores
1972,Heavyweights,1,Muhammad Ali
1972,Heavyweights,2,George Foreman
1972,Heavyweights,3,Jimmy Ellis
1972,Heavyweights,4,Ron Lyle
1972,Heavyweights,5,Floyd Patterson
1972,Heavyweights,6,Ernie Terrell
1972,Heavyweights,7,Jose Roman
1972,Heavyweights,8,Joe Bugner
1972,Heavyweights,9,Ken Norton
1972,Heavyweights,10,Jose Luis Garcia
1972,Light Heavyweights,1,Andy Kendall
1972,Light Heavyweights,2,Pierre Fourie
1972,Light Heavyweights,3,Eddie Owens
1972,Light Heavyweights,4,Len Hutchins
1972,Light Heavyweights,5,Rudiger Schmidtke
1972,Light Heavyweights,6,Chris Finnegan
1972,Light Heavyweights,7,Victor Emilio Galindez
1972,Light Heavyweights,8,Pat O'Connor
1972,Light Heavyweights,9,Ramon Avenamar Peralta
1972,Light Heavyweights,10,Johnny Frankham
1972,Middleweights,1,Emile Griffith
1972,Middleweights,2,Tony Mundine
1972,Middleweights,3,Miguel de Oliveira
1972,Middleweights,4,Jean-Claude Bouttier
1972,Middleweights,5,Koichi Wajima
1972,Middleweights,6,George Cooper
1972,Middleweights,7,Bennie Briscoe
1972,Middleweights,8,Nate Collins
1972,Middleweights,9,Bunny Sterling
1972,Middleweights,10,Juan Carlos Duran
1972,Welterweights,1,Hedgemon Lewis
1972,Welterweights,2,Billy Backus
1972,Welterweights,3,Roger Menetrey
1972,Welterweights,4,Clyde Gray
1972,Welterweights,5,Ernie Lopez
1972,Welterweights,6,Jack Tillman
1972,Welterweights,7,Robert Gallois
1972,Welterweights,8,Young Kennedy
1972,Welterweights,9,Buddy Boggs
1972,Welterweights,10,Ryu Sorimachi
1972,Junior Welterweights,1,Bruno Arcari
1972,Junior Welterweights,2,Victor Ortiz
1972,Junior Welterweights,3,Alfonso Frazer
1972,Junior Welterweights,4,Carlos Maria Gimenez
1972,Junior Welterweights,5,Romano Fanali
1972,Junior Welterweights,6,Eddie Perkins
1972,Junior Welterweights,7,Joe Tetteh
1972,Junior Welterweights,8,Cemal Kemaci
1972,Junior Welterweights,9,Roger Zami
1972,Junior Welterweights,10,Joao Henrique
1972,Lightweights,1,Esteban De Jesus
1972,Lightweights,2,Rodolfo Gonzalez
1972,Lightweights,3,Ken Buchanan
1972,Lightweights,4,Chango Carmona
1972,Lightweights,5,Ray Lampkin
1972,Lightweights,6,Antonio Puddu
1972,Lightweights,7,Pedro Carrasco
1972,Lightweights,8,Jimmy Heair
1972,Lightweights,9,Ruben Navarro
1972,Lightweights,10,Mando Ramos
1972,Junior Lightweights,1,Victor Federico Echegaray
1972,Junior Lightweights,2,Sammy Goss
1972,Junior Lightweights,3,Alfredo Marcano
1972,Junior Lightweights,4,Frankie Otero
1972,Junior Lightweights,5,Walter Seeley
1972,Junior Lightweights,6,Jose Fernandez
1972,Junior Lightweights,7,Hugo Barraza
1972,Junior Lightweights,8,Frankie Crawford
1972,Junior Lightweights,9,Love Allotey
1972,Junior Lightweights,10,William Martinez
1972,Featherweights,1,Ricardo Arredondo
1972,Featherweights,2,Ernesto Marcel
1972,Featherweights,3,Bert Nabalatan
1972,Featherweights,4,Eder Jofre
1972,Featherweights,5,Bob Allotey
1972,Featherweights,6,Enrique Garcia
1972,Featherweights,7,Danny Lopez
1972,Featherweights,8,Arnold Taylor
1972,Featherweights,9,Ruben Olivares
1972,Featherweights,10,Kuniaki Shibata
1972,Bantamweights,1,Chartchai Chionoi
1972,Bantamweights,2,Rodolfo Martinez
1972,Bantamweights,3,Agustin Senin
1972,Bantamweights,4,Rafael Herrera
1972,Bantamweights,5,Johnny Clark
1972,Bantamweights,6,Chucho Castillo
1972,Bantamweights,7,Romeo Anaya
1972,Bantamweights,8,Paddy Maguire
1972,Bantamweights,9,Jose Casas
1972,Bantamweights,10,Octavio Gomez
1972,Flyweights,1,Masao Ohba
1972,Flyweights,2,Venice Borkhorsor
1972,Flyweights,3,Betulio Gonzalez
1972,Flyweights,4,Henry Nissen
1972,Flyweights,5,Fritz Chervet
1972,Flyweights,6,Miguel Canto
1972,Flyweights,7,Susumu Hanagata
1972,Flyweights,8,Osamu Haba
1972,Flyweights,9,Tony Moreno
1972,Flyweights,10,Lorenzo Gutierrez
1973,Heavyweights,1,Muhammad Ali
1973,Heavyweights,2,Joe Frazier
1973,Heavyweights,3,Ken Norton
1973,Heavyweights,4,Jerry Quarry
1973,Heavyweights,5,Ron Lyle
1973,Heavyweights,6,Earnie Shavers
1973,Heavyweights,7,Oscar Bonavena
1973,Heavyweights,8,Joe Bugner
1973,Heavyweights,9,Jimmy Ellis
1973,Heavyweights,10,Chuck Wepner
1973,Light Heavyweights,1,John Conteh
1973,Light Heavyweights,2,Len Hutchins
1973,Light Heavyweights,3,Tom Bogs
1973,Light Heavyweights,4,Victor Emilio Galindez
